resultPosition,trapNumber,raceTime,raceDate,raceId,raceNumber,raceClass,raceDistance,meetingId,trackName,dogId,dogName,dogSire,dogDam,trainerName,ownerName
1,6,21:52:00,01/01/2018,399731,12,A3,500.0,333909,Nottingham,485659,Comeout Honeypie,Mall Brandy,Comout To Play,A Stone,Mr A Stone
1,4,21:37:00,01/01/2018,399730,11,OR,500.0,333909,Nottingham,473163,Lowgate Belatrix,Windy Millar,Hawks Dutchess,J E Hayton,"Miss J De Baat,mr J E Hayton"
1,3,21:22:00,01/01/2018,399729,10,A5,500.0,333909,Nottingham,491888,Townside Onyx,Windy Millar,Cimla Superstar,J Gray,"Miss H Jones,mr S Jones"
1,5,21:07:00,01/01/2018,399728,9,OR,305.0,333909,Nottingham,503054,Wokeen,Paradise Madison,Swift Naomi,J F Sims,Jab Racing
1,5,20:52:00,01/01/2018,399727,8,OR,680.0,333909,Nottingham,470807,Glideaway Bertie,Kinloch Brae,Glideaway Marina,P T Maynard,Mr M F Merchant
1,3,20:37:00,01/01/2018,399726,7,A4,500.0,333909,Nottingham,473411,Blackhall Six,Droopys Scolari,Hi Treasure,J Gray,Mr S Aitken
1,4,20:22:00,01/01/2018,399725,6,OR,305.0,333909,Nottingham,491063,Alfies Streak,Droopys Alfie,Cals Streak,C D Loxley,Mr C D Loxley
1,1,20:07:00,01/01/2018,399724,5,A3,500.0,333909,Nottingham,479173,Harry Thinks So,Kinloch Brae,Tailteann Queen,J Gray,"Mr D Birkin,ms J Churton,miss C Lawrence"
1,4,19:52:00,01/01/2018,399723,4,OR,500.0,333909,Nottingham,499091,Ridgedale Max,Taylors Sky,Ridgedale Look,N J Hunt,Nicely Does It Syndicate
1,2,19:37:00,01/01/2018,399722,3,A4,500.0,333909,Nottingham,498007,Bee Queen,Tullymurry Act,Barrack Patsy,P Timmins,Mrs P Timmins
1,3,19:22:00,01/01/2018,399721,2,OR,305.0,333909,Nottingham,486530,Newlawn Adam,Ballymac Vic,Gurrane Princess,P J Simmonds,Mr P J Claxson
1,1,19:07:00,01/01/2018,399720,1,A2,500.0,333909,Nottingham,478514,Kizomba,Aero Majestic,Bunlahy Nipper,C N Wilton,Samba Racing
1,2,17:22:00,01/01/2018,399719,11,A5,500.0,333918,Sheffield,486672,Peekaboo Barney,Vans Escalade,Sidelight,J M Lowe,"Miss J M Lowe,mr D R Watson"
1,6,17:07:00,01/01/2018,399718,10,D2,280.0,333918,Sheffield,499594,Coney Sabella,Farloe Blitz,Swift Joy,A Mckenna,Coney Racing Club
1,2,16:48:00,01/01/2018,399628,11,A8,400.0,333932,Romford,498305,Kilbarry Spider,Scolari Me Daddy,Wee Black Spider,J S J Simpson,"Mr L Aylward,miss J A Hughes,mr P A James,mr L J Kelly"
1,4,16:47:00,01/01/2018,399717,9,A6,500.0,333918,Sheffield,452236,Katies General,Compass Don,Prodigy Diamond,T Bedford,Mr A W Birks
1,1,16:39:00,01/01/2018,399649,11,A6,480.0,333938,Monmore,452752,Sporting Loner,Droopys Scolari,Local Glamour,K Billingham,"Miss K Billingham,mr C J Jacob"
1,1,16:29:00,01/01/2018,399627,10,A1,400.0,333932,Romford,489834,Our Daisy May,Superior Product,Oneco Joy,B D O'sullivan,Mrs L Williams
1,5,16:27:00,01/01/2018,399716,8,A6,500.0,333918,Sheffield,471865,Soviet Lady,Droopys Scolari,Mohane Katie,D T Gomersall,"Mr D Johnson,mr P W Johnson,mr S W Johnson"
1,1,16:19:00,01/01/2018,399648,10,A5,480.0,333938,Monmore,500219,Ardera Diego,Archaton Pine,Ardera Moments,P I Cowdrill,Maelor Nine Legs
1,4,16:09:00,01/01/2018,399626,9,A6,400.0,333932,Romford,465310,Billy The Squid,Razldazl Jayfkay,Voltair Star,M E Wiley,Dunton Doggie Do Gooders
1,1,16:08:00,01/01/2018,399715,7,A6,500.0,333918,Sheffield,454728,Broomwell Sniper,Godsend,Broomwell Breeze,W Brown,Mr D Haigh
1,2,15:59:00,01/01/2018,399647,9,S2,630.0,333938,Monmore,486844,Whisky Jaydee,Vans Escalade,Sidelight,C Allsopp,Wolverdons Racing Syndicate
1,4,15:49:00,01/01/2018,399625,8,A4,400.0,333932,Romford,489831,Headleys Lily,Superior Product,Oneco Joy,M L Locke,Mr T Lambourne
1,2,15:48:00,01/01/2018,399714,6,A7,500.0,333918,Sheffield,445384,Hi I Amber,Windy Millar,Blonde Lucy,J R Smith,"Mr A S Griffiths,mr G Griffiths"
1,6,15:39:00,01/01/2018,399646,8,A4,480.0,333938,Monmore,497218,Lone Abbey,Droopys Scolari,Lone Class,P A Curtin,"Mr J S Landles,mr K Landles"
1,5,15:29:00,01/01/2018,399624,7,A1,400.0,333932,Romford,493294,Brandy Snap,Leeveiw Jet,Ballymac Nap,E Richards,Mr B J Simms
1,6,15:28:00,01/01/2018,399713,5,D3,280.0,333918,Sheffield,502545,Moanteen Louise,Boherna House,Affection,W Brown,Mr D Haigh
1,1,15:19:00,01/01/2018,399645,7,A6,480.0,333938,Monmore,496189,Cornish Katie,Mall Brandy,Droopys Galaxy,C Allsopp,Mrs K Brook
1,6,15:11:00,01/01/2018,399623,6,S2,575.0,333932,Romford,471494,Chopchop Molly,Hondo Black,Bulgaden Gypsy,Y L E Gaskin,Cjm Racing
1,1,15:07:00,01/01/2018,399712,4,A5,500.0,333918,Sheffield,496092,Geelo Murphy,College Causeway,Coolavanny Muir,M Cutler,Mr M Cutler
1,1,15:02:00,01/01/2018,399644,6,A5,480.0,333938,Monmore,449495,Minglers Tiber,Archaton Pine,Minglers Impact,S Ralph,"Mr R Brookhouse,mrs L Brookhouse,mrs S Peel,mr H Such"
1,5,14:52:00,01/01/2018,399622,5,A7,400.0,333932,Romford,489545,Cracking Rue,Kinloch Brae,Ballarue New,J S J Simpson,"Mr L Aylward,miss J A Hughes,mr P A James,mr L J Kelly"
1,3,14:47:00,01/01/2018,399711,3,A8,500.0,333918,Sheffield,472290,Skidroes Promise,Droopys Cain,Dooneen Promise,D Boulton,"Mrs L J Boulton,mr M Butlin"
1,5,14:42:00,01/01/2018,399643,5,S4,630.0,333938,Monmore,449031,Supreme Pete,Droopys Maldini,Supreme French,S M Buckland,"Miss L Jones,mr P Jones"
1,6,14:32:00,01/01/2018,399621,4,A1,400.0,333932,Romford,486569,Ajlo Bona Fido,Zero Ten,Allen Buttercup,P W Young,Mr P H Outhwaite
1,4,14:30:00,01/01/2018,399638,10,A2,435.0,333880,Pelaw Grange,486653,Brockadale Billy,Ballymac Eske,Ballymac Abigal,T Jameson (Snr),Mr T Jameson (Snr)
1,6,14:27:00,01/01/2018,399710,2,HP,280.0,333918,Sheffield,489579,Coney De Campes,Superior Product,Swift Sandy,A Mckenna,Coney Racing Club
1,1,14:22:00,01/01/2018,399642,4,A5,480.0,333938,Monmore,478825,Dhustone Charlie,Makeshift,Outbound Softie,P I Cowdrill,Mr L C G Preece
1,4,14:13:00,01/01/2018,399637,9,A4,435.0,333880,Pelaw Grange,463663,Billys Aim,Boris Ranger,Target Cheyanne,R Thompson,Mr G Payne
1,4,14:12:00,01/01/2018,399620,3,A3,400.0,333932,Romford,490852,Subway Express,Premier Fantasy,Boley Lass,K M Tobin,"Mr R Bennet,miss K M Tobin,mr J Wilson"
1,1,14:08:00,01/01/2018,399709,1,A5,500.0,333918,Sheffield,477045,Cill Dubh Shane,Godsend,Royal Blood,P Betts,Mr P Betts
1,6,14:06:00,01/01/2018,399641,3,S4,630.0,333938,Monmore,468722,Highly Toxic,Hondo Dingle,Jumbos Topcat,S Ralph,Ralphs Racing Club
1,3,13:58:00,01/01/2018,399708,12,A3,480.0,333923,Swindon,469696,Fridays Wispa,Kinloch Brae,Fridays Twirl,A M Kibble,Westwell Racing Club
1,6,13:57:00,01/01/2018,399619,2,A1,400.0,333932,Romford,473202,Lynton Thunder,Kinloch Brae,Very Precious,M L Locke,Tilbury Lads Syndicate
1,5,13:56:00,01/01/2018,399636,8,A5,435.0,333880,Pelaw Grange,496135,Mineola Mary,Oaks Road,Mineola Handsome,K Blackbird,Mr D W Williams
1,3,13:51:00,01/01/2018,399696,12,A9,480.0,333936,Perry Barr,475276,Baby Blue Eyes,Droopys Noel,Katies Boots,S W Deakin,Mr S W Deakin
1,2,13:47:00,01/01/2018,399640,2,S3,630.0,333938,Monmore,476994,Hatmore Kate,Razldazl George,Fane Imy,S Ralph,Ralphs Racing Club
1,6,13:44:00,01/01/2018,399707,11,A6,480.0,333923,Swindon,494352,Duchess Trend,Shaneboy Lee,Denib,D D Porter,"Mr B J Hough,mr G C Lawton,mr J P Young"
1,4,13:40:00,01/01/2018,399635,7,A1,435.0,333880,Pelaw Grange,464903,Scholes Deeds,Boris Ranger,Target Cheyanne,R Thompson,Mrs K Thompson
1,5,13:37:00,01/01/2018,399618,1,A5,400.0,333932,Romford,492745,Lucky Dip,Tullymurry Act,Crafty Sara,M E Wiley,Mr E V Wiley
1,3,13:33:00,01/01/2018,399695,11,A6,480.0,333936,Perry Barr,497370,Ooaar Hes Elvis,Aero Nemesis,Kilara Mia,S L Newberry,"Mr M Garnett,mrs S L Newberry"
1,6,13:28:00,01/01/2018,399639,1,A7,480.0,333938,Monmore,452941,Betsy Boo Blue,Hondo Black,Raynes Park,K Billingham,Ms J E Butler
1,3,13:27:00,01/01/2018,399706,10,A4,480.0,333923,Swindon,473277,Lithuanianbuster,Kinloch Brae,Ardrahan Espreso,D D Porter,Mr B J Hough
1,3,13:24:00,01/01/2018,399634,6,A5,435.0,333880,Pelaw Grange,485688,Dalton Jazz,Troys Expert,Patterdale Jazz,J F Mcgee,Mr P A Bedding
1,5,13:22:00,01/01/2018,399673,12,A4,460.0,333945,Henlow,488464,Boleys Babe,Premier Fantasy,Boleys Lass,J J Gornall,Mr T P Gornall
1,4,13:19:00,01/01/2018,399694,10,A8,480.0,333936,Perry Barr,480675,Harwell Blue,Hondo Black,Pretty Nicola,S J Cull,Mr A R Timbrell
1,4,13:12:00,01/01/2018,399705,9,A8,480.0,333923,Swindon,485579,Pats Penny,Tubbertelly Dubh,Mallogs Penny,T Atkins,Mrs P M Partlett
1,1,13:08:00,01/01/2018,399633,5,A6,435.0,333880,Pelaw Grange,469254,Inislosky Sigrun,Kingo,Liosgarbh Sunny,P Landles,Mr P Landles
1,6,13:07:00,01/01/2018,399672,11,A7,460.0,333945,Henlow,504060,Savana Jessica,Ballymac Vic,Singing Hen,G A Payne,Mr K A Boothby
1,5,13:04:00,01/01/2018,399693,9,A5,480.0,333936,Perry Barr,502858,Swift Harley,Top Honcho,Swift Lady,J P Lambe,Mr J R G Hewitt
1,3,12:59:00,01/01/2018,399616,11,A5,480.0,333901,Central Park,502790,Shaneboy Elena,Shaneboy Lee,Shaneboy Dawn,S Mavrias,Mr P R Ware-lane
1,3,12:58:00,01/01/2018,399704,8,A3,480.0,333923,Swindon,481628,Pauls Ace,Ace Hi Rumble,Rockanes Girl,T Kibble,T K. Racing
1,5,12:53:00,01/01/2018,399671,10,A2,460.0,333945,Henlow,473405,Boherglass Swell,Milldean Panther,Little Too Soon,W Russell,Mr A Griffiths
1,4,12:51:00,01/01/2018,399632,4,A3,435.0,333880,Pelaw Grange,467862,Coreys Buddy,Godsend,Boozed Queen,T V Mcgeown,Mr T V Mcgeown
1,5,12:47:00,01/01/2018,399692,8,A4,480.0,333936,Perry Barr,479219,Suirview Eric,Archaton Pine,Hipower Pearl,D Welding,Mr D Welding
1,2,12:44:00,01/01/2018,399615,10,D3,265.0,333901,Central Park,446511,Velvet Diamond,Paradise Casino,Gorteen Fantasy,J T Foster,The J F Kennel Syndicate
1,6,12:42:00,01/01/2018,399703,7,A8,480.0,333923,Swindon,449691,Law School,Westmead Hawk,Memories Maid,P V Swadden,Mr P V Swadden
1,5,12:36:00,01/01/2018,399670,9,A1,460.0,333945,Henlow,495113,Princess Aurora,Ballymac Vic,Pennys Lady,R A Baker,Mr R A Baker
1,3,12:34:00,01/01/2018,399631,3,A6,435.0,333880,Pelaw Grange,501878,Tiwood Tony,Farloe Nutter,Razldazl Katie,S G Tighe,Mr C A Hodgson
1,6,12:32:00,01/01/2018,399691,7,A9,480.0,333936,Perry Barr,483997,Shanias Flight,Ace Hi Rumble,Shania,K P Whitehouse,"Mr R A Arnold,mr K P Whitehouse"
1,4,12:28:00,01/01/2018,399614,9,A3,480.0,333901,Central Park,494292,Penniless Penny,Sparta Maestro,Strawberry Leaf,F J Gray,Mr P G Tomlin
1,4,12:27:00,01/01/2018,399702,6,A7,480.0,333923,Swindon,490757,Fennis Conor,Ullid Conor,Woodhill Mist,D O Pearce,"Mr C Maton,miss D O Pearce"
1,1,12:21:00,01/01/2018,399669,8,A5,460.0,333945,Henlow,499698,Returnofthe King,King Kane,Payback Agenda,D Henry,Mr J Lynk
1,3,12:18:00,01/01/2018,399690,6,A7,480.0,333936,Perry Barr,483761,Farmer George,Jaxxy Apple,Whites Lee,K P Whitehouse,Mr P Heywood
1,6,12:17:00,01/01/2018,399630,2,A7,435.0,333880,Pelaw Grange,452791,Beltane,Droopys Scolari,Tyrur Wozniacki,B Carruthers,Mr B Carruthers
1,2,12:13:00,01/01/2018,399613,8,A6,480.0,333901,Central Park,500462,Seeing You,Drumcrow Obama,Cornamaddy Maid,B Doyle,Mr J P Richardson
1,5,12:12:00,01/01/2018,399701,5,A8,480.0,333923,Swindon,458898,Suirview Len,Shaneboy Lee,Seaview Nellie,D D Porter,Mr J M Jones
1,5,12:06:00,01/01/2018,399668,7,A5,460.0,333945,Henlow,487721,Jazz Teddy,Kinloch Brae,Jazz Tilly,J Bloomfield,Mr D Gibson
1,2,12:04:00,01/01/2018,399689,5,A2,480.0,333936,Perry Barr,484110,Leathems Bolt,Droopys Scolari,Pony Imp,P M Holland,Mrs A Holland
1,4,12:00:00,01/01/2018,399629,1,A7,435.0,333880,Pelaw Grange,479019,Craigneathen Lad,Coolavanny Bert,Short Socks,T M Wright,Mr T M Wright
1,1,11:59:00,01/01/2018,399612,7,S2,642.0,333901,Central Park,477308,Pookies Raptor,Godsend,Pookies Rosie,S Mavrias,Mr S Mavrias
1,1,11:57:00,01/01/2018,399700,4,A7,480.0,333923,Swindon,468645,Cronas Owen,Paradise Madison,Ballymac Crona,T Atkins,Miss J Andrews
1,5,11:52:00,01/01/2018,399667,6,A5,460.0,333945,Henlow,498554,Swift Byron,Iso Octane,Swift Venom,A P Tuffin,Mr S Drysdale
1,1,11:48:00,01/01/2018,399688,4,A5,480.0,333936,Perry Barr,489934,All About What,All About Ya,Crossfield Lois,P M Holland,Mrs A Holland
1,5,11:43:00,01/01/2018,399611,6,A3,480.0,333901,Central Park,481555,Swift Rusty,Superior Product,Swift Alicia,M Mavrias,"Mr G Pay,mrs E M Pay"
1,5,11:42:00,01/01/2018,399699,3,A5,480.0,333923,Swindon,490184,Act Of God,Tullymurry Act,Temple Sue,B M Mcbride,Mr B M Mcbride
1,6,11:36:00,01/01/2018,399666,5,A6,460.0,333945,Henlow,457393,Monalee Celt,Droopys Cain,Brykar Pearl,S J Pedder,Mr J R G Barney
1,5,11:34:00,01/01/2018,399687,3,A8,480.0,333936,Perry Barr,471420,Ursuline Roxy,Droopys Scolari,Happy Melody,N M Slowley,"Mrs G R Hartill,mr J Stewart"
1,6,11:28:00,01/01/2018,399698,2,A6,480.0,333923,Swindon,457732,Polly Doodle,Hondo Black,Oneco Joy,P A Sallis,Mr L Atherton
1,3,11:28:00,01/01/2018,399610,5,D2,265.0,333901,Central Park,503086,Drama,Zero Ten,Cornamaddy Spin,A M P Collett,Mr A M P Collett
1,5,11:21:00,01/01/2018,399665,4,A6,460.0,333945,Henlow,500952,Quivers Vision,Skywalker Puma,Call Peg,J G Hurst,"Mr J G Hurst,mr R F Siddles"
1,5,11:19:00,01/01/2018,399686,2,A6,480.0,333936,Perry Barr,487335,Onthewonkyside,Droopys Scolari,Bit View Emma,S W Deakin,Mr S W Deakin
1,4,11:14:00,01/01/2018,399609,4,A1,480.0,333901,Central Park,493190,Knockalton Blake,Laughil Billy,Blacknomilk,A M P Collett,Mr A M P Collett
1,1,11:11:00,01/01/2018,399697,1,A7,480.0,333923,Swindon,468139,Finnery Ace,Head Bound,Finnery Bret,D D Porter,Mr D D Porter
1,2,11:06:00,01/01/2018,399664,3,A7,460.0,333945,Henlow,501627,Blackrose Ultra,Tullymurry Act,Droopys Aurora,E J Cantillon,Mr E J Cantillon
1,5,11:03:00,01/01/2018,399685,1,A7,480.0,333936,Perry Barr,502713,Clonleigh Hondo,Confident Rankin,Point Hondo,D Welding,Mr D Welding
1,1,10:59:00,01/01/2018,399608,3,D1,265.0,333901,Central Park,460744,Insane Greaves,Scolari Me Daddy,Terrors Advocate,G Andreas,The Chip Leaders
1,6,10:51:00,01/01/2018,399663,2,A4,460.0,333945,Henlow,494557,Bunny's Money,Deanridge Viking,Pennys Papaver,D W Lee,"Mr J Pepper,mr M D Pick"
1,6,10:44:00,01/01/2018,399607,2,A3,480.0,333901,Central Park,475689,Coolruss Robin,Coolavanny Bert,Catunda Mae,J T Foster,Coolruss Racing
1,1,10:36:00,01/01/2018,399662,1,A9,460.0,333945,Henlow,478274,Hadley Gate,Vans Escalade,Kitty Spark,R M Emery,"Mr R M Emery,mrs T B Emery"
1,1,10:29:00,01/01/2018,399606,1,A4,480.0,333901,Central Park,452797,Hollyoak May,Crash,Shes Top Tottie,R W Butler,Hollyoak Syndicate
1,6,,01/01/2018,401714,17,T2,264.0,333971,Monmore,477524,Lacken Miley,Premier Fantasy,Lacken Rua,P A Curtin,"Mr J Bownes,mr B Knight"
1,3,,01/01/2018,401713,16,T1,264.0,333971,Monmore,504499,Droopys Cillian,Romeo Recruit,Droopys Blossom,S Ralph,Teachers Pet Syndicate
1,1,,01/01/2018,401712,15,T2,264.0,333971,Monmore,471907,Gerrards Sue,Godsend,Windowintheskies,S Ralph,Sunday Racing Club
1,6,,01/01/2018,401711,14,T1,264.0,333971,Monmore,498487,Ferocious Jet,Belles Direction,Hestia Jet,S M Buckland,"Mr T J Stableford,mrs P R Stableford"
1,5,,01/01/2018,401710,13,T1,264.0,333971,Monmore,492062,Brodsy,Superior Product,Ashville Ruby,S M Buckland,Themerryhillboys
1,6,,01/01/2018,401709,12,T1,264.0,333971,Monmore,459834,East Bound,Head Bound,No Joke Sherry,K Billingham,Keltruck Scania West Bromwich
1,4,,01/01/2018,401708,11,T1,264.0,333971,Monmore,500498,Skyfall Venom,Laughil Blake,Bleisce Charm,P A Sallis,Rock It Racing Club
1,6,,01/01/2018,401707,10,T1,264.0,333971,Monmore,496903,Gunga Din,Slip The Lark,Droopys Jules,L Field,Executors Of The Late Mr Kh Brewer
1,4,,01/01/2018,401706,8,T3,480.0,333971,Monmore,499039,Gainstown Jet,Droopys Jet,Keiko,P Slater,"Mr A Graveling,mr P Slater"
1,1,,01/01/2018,401705,7,T2,480.0,333971,Monmore,500473,Billys Express,Kinloch Brae,Quiz Book,S W L Chappell,"Mr K Lloyd,mr K Nicholls"
1,4,,01/01/2018,401704,6,T1,480.0,333971,Monmore,481808,Satin Gypsy,Ace Hi Rumble,Satin Jessie,P Slater,"Mr A Graveling,mr P Slater"
1,2,,01/01/2018,401703,4,T1,480.0,333971,Monmore,497183,Starcash Storm,Tullymurry Act,Kenny Girl,P N Richardson,Mr P N Richardson
1,2,,01/01/2018,401702,3,T1,480.0,333971,Monmore,503275,On One Bazza,Romeo Recruit,Glanmire Lass,P A Curtin,"Mr M Garnett,mr B J Knight"
1,4,,01/01/2018,401701,2,T3,480.0,333971,Monmore,471752,Fabulous Recruit,Romeo Recruit,Fabulous Adele,S M Buckland,Watford Gap Racing Club
1,3,,01/01/2018,401700,1,T1,480.0,333971,Monmore,496838,Parkers Express,Mall Brandy,Express Trend,P Slater,"Mr A Graveling,miss K Satchwell"
1,5,,01/01/2018,401550,8,T1,245.0,333951,Pelaw Grange,477685,Road To Rome,Razldazl Jayfkay,She Goes Nowhere,P Landles,Mr P Landles
1,4,,01/01/2018,401549,7,T1,245.0,333951,Pelaw Grange,495419,Feora Rose,Crash,Droumeragh Debby,M T Baker,Miss C A Hughes
1,4,,01/01/2018,401548,6,T1,590.0,333951,Pelaw Grange,486790,Baby Lucie,Kinloch Brae,Clonkeen Lee,S G Tighe,Mr T Mchenry
1,1,,01/01/2018,401547,5,T2,435.0,333951,Pelaw Grange,499636,Snug Jolie,Farole Blitz,Snug Star,L M Steward,Mrs M Dempsey
1,2,,01/01/2018,401546,4,T1,435.0,333951,Pelaw Grange,495601,Droopys Fabulous,Greenwell Hawk,Droopys Rhiona,K A Renney,The Hammer Foot Syndicate
1,2,,01/01/2018,401545,3,T3,435.0,333951,Pelaw Grange,501871,Elsie Mac,Farloe Nutter,Razldazl Katie,S G Tighe,Mr T Mchenry
1,2,,01/01/2018,401544,2,T2,435.0,333951,Pelaw Grange,489242,Blackjack Rocket,Ballymac Eske,Blackjack Alice,P A Bedding,"Miss E A Shaper,mr P S Terzza"
1,4,,01/01/2018,401543,1,T1,435.0,333951,Pelaw Grange,491638,Black As Coal,Sh Avatar,Tyrur Wozniacki,B Carruthers,Mr B Carruthers
1,4,,01/01/2018,401524,12,T1,275.0,333937,Perry Barr,485409,Ballymac Thomas,Ballymac Best,Coolavanny Silk,S W Deakin,Hall Green Eleven
1,3,,01/01/2018,401523,11,T1,275.0,333937,Perry Barr,502612,Village Scout,Definate Opinion,Washers,J P Lambe,"Mr R Chadwick,mr J P Lambe,mr R Shannon"
1,4,,01/01/2018,401522,10,T3,275.0,333937,Perry Barr,495417,Ballymac Suarez,Ballymac Best,Ballymac Adelphi,S W Deakin,Mr A G Smith
1,3,,01/01/2018,401521,9,T1,275.0,333937,Perry Barr,503471,Cheyenne Storm,Storm Control,Atouchofvenus,S L Newberry,"Mr M J Giles,mrs S L Newberry"
1,6,,01/01/2018,401520,8,T3,275.0,333937,Perry Barr,485080,Rocky Dee,Premier Fantasy,Tally,J A Danahar,Mr J A Danahar
1,2,,01/01/2018,401519,7,T1,275.0,333937,Perry Barr,451353,Boherna Petal,Ace Hi Rumble,Hondo On Air,P Timmins,Pontefract Five
1,6,,01/01/2018,401518,6,T3,275.0,333937,Perry Barr,502614,Joyful Jackpike,Definate Opinion,Coconut Slippers,J H Smith,Bullseye Uk Syndicate
1,5,,01/01/2018,401517,5,T3,480.0,333937,Perry Barr,473348,Vatican Venice,Slippery Robert,Swift India,J A Danahar,Mr J A Danahar
1,1,,01/01/2018,401516,4,T2,480.0,333937,Perry Barr,494713,Nearly Mayo,Zero Ten,Millies Tavern,J P Lambe,Mr J P Lambe
1,2,,01/01/2018,401515,3,T1,480.0,333937,Perry Barr,498442,Oakvale Angel,Tyrur Big Mike,Windmill Beauty,D J Davy,Mr C.  W Lewis
1,4,,01/01/2018,401514,2,T3,480.0,333937,Perry Barr,503671,Karlow Comet,Kinloch Brae,Kestrel Comet,P B Witchell,Mr J Turner
1,4,,01/01/2018,401513,1,T3,480.0,333937,Perry Barr,488831,Meenagh Moss,Loughview Gem,Cornamaddy Glam,P A Holder,Mrs A J Ward
1,4,,01/01/2018,401512,7,T1,280.0,333926,Sheffield,503580,Broomwell Wren,Skywalker Ace,Ardcroney Olivia,W Brown,Mr W Brown
1,5,,01/01/2018,401511,6,T3,280.0,333926,Sheffield,495198,Up For It,Tullymurry Act,Ballymac Wander,M Cutler,Mr I Orr
1,3,,01/01/2018,401510,5,T1,280.0,333926,Sheffield,503785,Broomwell Panda,Sidaz Jack,Farrany Flyer,W Brown,Mr W Brown
1,1,,01/01/2018,401509,4,T1,280.0,333926,Sheffield,468973,Nailers Hawk,Westmead Hawk,Express Music,A Mckenna,Coney Racing Club
1,2,,01/01/2018,401508,3,T2,280.0,333926,Sheffield,494129,Southwind Lisa,Droopys Scolari,Ballymac Pen,P D Sanderson,Mr P D Sanderson
1,4,,01/01/2018,401507,2,T2,280.0,333926,Sheffield,474722,Broomwell Joker,Farley Turbo,Bawna Sapphire,W Brown,Mr W Brown
1,3,,01/01/2018,401506,1,T3,500.0,333926,Sheffield,479067,Magna Babe,Ballymac Eske,Farloe Lila,D Boulton,Mrs L J Boulton
1,2,21:50:00,02/01/2018,399922,14,A1,500.0,333930,Sheffield,493699,Geelo Rush,Ballymac Bondi,Kilmagner Bella,D Calvert,Mr R Hutt
1,1,21:45:00,02/01/2018,399834,13,A1,380.0,333959,Crayford,457014,Tinas Paddy,Crash,Sunnyside Tina,B S Green,Greens Greyhounds
1,1,21:32:00,02/01/2018,399921,13,D1,280.0,333930,Sheffield,455508,Thurlesbeg Pluto,Scolari Me Daddy,Thurlesbeg Lucy,J D Davy,Mr V W Atherton
1,5,21:30:00,02/01/2018,399833,12,H1,380.0,333959,Crayford,443921,Kakantu,Ace Hi Rumble,Coolavanny Minor,B D O'sullivan,Mr B D O'sullivan
1,6,21:26:00,02/01/2018,400254,12,A2,460.0,333968,Henlow,485266,Falling Star,Vans Escalade,Robbies Darling,R A Baker,Mr R A Baker
1,4,21:22:00,02/01/2018,399781,12,A6,450.0,333868,Poole,490825,Jettrock Dragon,Shakey Jakey,Bigwood Special,J F Sims,"Mr B A Manze,mr A Ross"
1,2,21:16:00,02/01/2018,399832,11,A5,380.0,333959,Crayford,469541,Trapper Vera,Boherbradda Mac,Josie And Amanda,K M O'flaherty,Pontefract Five
1,2,21:14:00,02/01/2018,399920,12,OR,500.0,333930,Sheffield,482628,Genuine Dream,Droopys Cain,Maddies Dream,E T Skeech,"Mr M R Kelly,mr M T Skeech"
1,1,21:08:00,02/01/2018,400253,11,A3,460.0,333968,Henlow,476600,Always A King,Kingo,Ranchers Star,J Bloomfield,Mr G N Carney
1,4,21:07:00,02/01/2018,399780,11,A2,450.0,333868,Poole,477700,Society Jackson,Godsend,Filthy Angel,W J Black,Mr W J Black
1,4,20:58:00,02/01/2018,399831,10,A7,380.0,333959,Crayford,481701,Fawkham Nissan,Westmead Logan,Fawkham Heaven,B D O'sullivan,Mr B D O'sullivan
1,6,20:58:00,02/01/2018,399919,11,A2,500.0,333930,Sheffield,471285,Mexican Peso,Kinloch Brae,Trionas Soprano,E T Parker,"Mr M Ash,mrs E T Parker"
1,3,20:53:00,02/01/2018,400252,10,A3,460.0,333968,Henlow,485313,Holdem Pepe,Holdem Spy,Eden Vixen,S W Deakin,Mr M A Swann
1,6,20:51:00,02/01/2018,399779,10,S1,640.0,333868,Poole,494445,Droopys Emu,Droopys Ward,Droopys Dance,J M Burridge,Mr A W Rikken
1,6,20:43:00,02/01/2018,399918,10,OR,480.0,333930,Sheffield,493344,Glaise Shadow,Rio Quattro,Droopys View,R J Overton,Mrs E T Parker
1,6,20:42:00,02/01/2018,399830,9,S6,540.0,333959,Crayford,488915,Piercali Blaze,Piercestown Sand,California Girl,K M O'flaherty,Mr T Gracie
1,3,20:37:00,02/01/2018,400251,9,A3,460.0,333968,Henlow,487744,Rattle On,Magic Sprite,Sylviasmamasaid,J B Thompson,Mr J B Thompson
1,6,20:37:00,02/01/2018,399778,9,A1,450.0,333868,Poole,489650,Boozed Honey,Skywalker Puma,Boozed Queen,W J Black,"Mr S L R Gallagher,mr J W T Russell"
1,6,20:28:00,02/01/2018,399917,9,A3,500.0,333930,Sheffield,476256,Piemans Express,Droopys Scolari,Express Buster,L J Stephenson,Piemans Racing Club
1,5,20:26:00,02/01/2018,399829,8,A8,380.0,333959,Crayford,499526,Slowlane Candy,Scolari Me Daddy,Washpit Blue,T M Levers,Mr M D Partridge
1,3,20:22:00,02/01/2018,399777,8,A2,450.0,333868,Poole,499702,Loggies Brandy,Skywalker Puma,Boozed Jordan,S Harms,Mrs E M Harms
1,4,20:21:00,02/01/2018,400250,8,A4,460.0,333968,Henlow,473420,Savana Fox,Godsend,Pedro On Air,J Bloomfield,Mr K A Boothby
