resultPosition,trapNumber,raceTime,raceDate,raceId,raceNumber,raceClass,raceDistance,meetingId,trackName,dogId,dogName,dogSire,dogDam,trainerName,ownerName
1,1,15:07:00,11/01/2018,402430,4,A7,500.0,334245,Sheffield,488761,Suntan Lady,Kinloch Brae,Swift Veronica,T Bedford,Executors Of The Late Mr J Tomblin
1,2,15:02:00,11/01/2018,402545,4,A5,380.0,334243,Crayford,474003,Champagne Amy,Ace Hi Rumble,Gogetemclaire,G L Davidson,"Miss C Cooper,miss G L Davidson,mr D J Staddon"
1,3,14:52:00,11/01/2018,402493,3,A3,400.0,334238,Romford,498164,Gable Tracey,Boherna House,Affection,M E Wiley,Gables Racing Syndicate
1,2,14:47:00,11/01/2018,402429,3,A6,500.0,334245,Sheffield,452611,Swift Minstral,Kinloch Brae,Swift Alicia,J R Smith,Mr J R Smith
1,6,14:42:00,11/01/2018,402544,3,S6,540.0,334243,Crayford,475623,Scarlet Sanyi,Tullymurry Act,Slick Seamist,T M Levers,Mr T M Levers
1,5,14:32:00,11/01/2018,402492,2,A1,400.0,334238,Romford,481292,Bali Boy,Romeo Recruit,Regal Treasure,D Mullins,Miss A Collins
1,3,14:27:00,11/01/2018,402428,2,HP,280.0,334245,Sheffield,499028,Feather Blade,Superior Product,Jazz Tilly,N Melbourne,"Mr J P Bozza,mr P Bridges,mr S Watson"
1,5,14:22:00,11/01/2018,402543,2,A6,380.0,334243,Crayford,485020,Tornaroy Tyrant,Wise Thought,Dudleys Dream,B S Green,Greens Greyhounds
1,5,14:12:00,11/01/2018,402491,1,A6,400.0,334238,Romford,487956,Love Is Blind,Scolari Me Daddy,Ballydorgan Lass,Y L E Gaskin,Mr T Joannides
1,6,14:08:00,11/01/2018,402427,1,A6,500.0,334245,Sheffield,473299,Logans Bubbly,Ballymac Eske,Yorkshire Maddy,M Wainwright,"Mr J T Hepplestone,mrs J M Hepplestone"
1,2,14:06:00,11/01/2018,402542,1,A8,380.0,334243,Crayford,488924,Swift Lassie,Kinloch Brae,Zaras Princess,K M O'flaherty,"Miss R K Mcbride,miss M Raggett"
1,4,13:58:00,11/01/2018,402476,12,A9,480.0,334258,Perry Barr,479875,Vivas Latina,Godsend,Arsenal Lady,S W Deakin,Miss T Baker
1,6,13:57:00,11/01/2018,402567,12,A1,460.0,334251,Henlow,489719,Savana Mary,Droopys Jet,Fandango,J Bloomfield,"Mr K A Boothby,mr T H Leighton"
1,6,13:51:00,11/01/2018,402516,12,A3,450.0,334246,Sunderland,482993,Scruffs Sue,Ardkill Tunoco,Castlegore Lady,P Miller,Cheaper Bag Of Sweets
1,1,13:49:00,11/01/2018,402541,12,A2,480.0,334259,Central Park,469505,Kentish Star,Paradise Madison,Ballymac Pink,A M P Collett,Mrs J Osborn
1,3,13:44:00,11/01/2018,402475,11,A8,480.0,334258,Perry Barr,480675,Harwell Blue,Hondo Black,Pretty Nicola,S J Cull,Mr A R Timbrell
1,2,13:39:00,11/01/2018,402566,11,S1,550.0,334251,Henlow,480385,Society St Ned,Kerreight King,Sweetie,J J Gornall,Mr T P Gornall
1,2,13:33:00,11/01/2018,402515,11,A5,450.0,334246,Sunderland,488567,Lemming Jet,Droopys Jet,Lemming Gold,S Linley,Mrs S Linley
1,1,13:31:00,11/01/2018,402540,11,A4,480.0,334259,Central Park,499678,Angel Of Light,Droopys Cain,Jaytee Osprey,M A P O'donnell,Mr M A P O'donnell
1,5,13:27:00,11/01/2018,402474,10,A4,480.0,334258,Perry Barr,490155,Roseville Drive,Garrycastle Pat,Roseville Chloe,S J Cull,Mr S J Cull
1,2,13:22:00,11/01/2018,402565,10,A2,460.0,334251,Henlow,486947,Drumcrow Chris,Kinloch Brae,Drumcrow Blossom,T C Heilbron,Mr J Bloomfield
1,6,13:19:00,11/01/2018,402514,10,HP,450.0,334246,Sunderland,488246,Market Winner,Droopys Scolari,Market View,J A Teal,Mr R L Mcburnie
1,3,13:16:00,11/01/2018,402539,10,D3,265.0,334259,Central Park,492899,Killinan Diamond,Droopys Scolari,Killinan Baby,M Mavrias,"Miss S J Hosmer,mr J Matthews"
1,3,13:12:00,11/01/2018,402473,9,A5,480.0,334258,Perry Barr,498836,Ooaar Ya Then,Aero Nemesis,Kilara Mia,S L Newberry,"Mr M Garnett,mrs S L Newberry"
1,5,13:08:00,11/01/2018,402564,9,A6,460.0,334251,Henlow,487991,Savana Lewis,Zero Ten,Clover Petal,J Bloomfield,"Mr K A Boothby,mr T H Leighton"
1,5,13:04:00,11/01/2018,402513,9,A2,450.0,334246,Sunderland,481571,Haggswood Ken,Tubbertelly Dubh,Quaterland Mary,K Blackbird,Mr G F Broughton
1,2,13:01:00,11/01/2018,402538,9,HP,480.0,334259,Central Park,477466,Translate,Skip Soda,Proper Sparkle,M Mavrias,Mr M Davis
1,4,12:58:00,11/01/2018,402472,8,A8,480.0,334258,Perry Barr,483924,Ooaar Shes Nice,Makeshift,Kilara Mia,S L Newberry,"Mr M Garnett,mrs S L Newberry"
1,1,12:54:00,11/01/2018,402563,8,A5,460.0,334251,Henlow,478057,Blackhill Pride,Droopys Scolari,Whiteys Mystic,S W Deakin,Mr R N Coles
1,6,12:47:00,11/01/2018,402512,8,A1,450.0,334246,Sunderland,487316,Slaneyside Kazoo,Zero Ten,Mosstown Annie,E Y Bell,Mr J Blakeney
1,2,12:46:00,11/01/2018,402537,8,A1,480.0,334259,Central Park,474870,Makeit Rennie,Crash,Benghazi Babe,F J Gray,Makeit Syndicate
1,4,12:42:00,11/01/2018,402471,7,A6,480.0,334258,Perry Barr,467897,Mahogany Blaze,Paradise Casino,Aherlowsong,D J Davy,Mr C J Joyce
1,3,12:39:00,11/01/2018,402562,7,A3,460.0,334251,Henlow,500500,Alltheway Murphy,Skywalker Puma,Call Peg,T A Stowe,Mrs T A Stowe
1,4,12:32:00,11/01/2018,402511,7,A7,450.0,334246,Sunderland,480670,Ballyshannon Joy,Taylors Sky,Swords Ellie,J A Teal,Mrs J A Teal
1,6,12:31:00,11/01/2018,402536,7,D1,265.0,334259,Central Park,488515,Premier Frankel,Tullymurry Act,Groupie Doll,B M Mcbride,Mr B M Mcbride
1,4,12:27:00,11/01/2018,402470,6,HP,480.0,334258,Perry Barr,469622,Borntobefast,Crash,Cornamaddy Daisy,S W Deakin,Cricketts Inn Syndicate
1,2,12:24:00,11/01/2018,402561,6,A5,460.0,334251,Henlow,488380,Sonic Safari,Razldazl Jayfkay,Galtee Mandy,W C Munden,Mr W C Munden
1,3,12:18:00,11/01/2018,402510,6,A3,450.0,334246,Sunderland,490731,Morgans Dinozzo,Ballymac Eske,Lagganmore Puma,P Miller,The Galway Gang
1,5,12:16:00,11/01/2018,402535,6,A5,480.0,334259,Central Park,473270,Ballyroyal Maybe,Vulturi,Ballymac Linda,D P Brabon,Mr D P Brabon
1,6,12:12:00,11/01/2018,402469,5,A7,480.0,334258,Perry Barr,492505,Sovereign Lady,Laughil Billy,Derheen Diva,P R Spragg,Mr J A Knape
1,5,12:09:00,11/01/2018,402560,5,A6,460.0,334251,Henlow,500952,Quivers Vision,Skywalker Puma,Call Peg,J G Hurst,"Mr J G Hurst,mr R F Siddles"
1,6,12:04:00,11/01/2018,402509,5,HP,640.0,334246,Sunderland,493502,Cluasa Suasa,Taylors Sky,Superior Star,R E Perkins,Mr C R Wilby
1,1,12:01:00,11/01/2018,402534,5,HP,480.0,334259,Central Park,499476,Orbital Force,Conna Trigger,Lets Do This,N J Deas,"Mr N J Deas,mr J O'hara"
1,3,11:57:00,11/01/2018,402468,4,A2,480.0,334258,Perry Barr,484110,Leathems Bolt,Droopys Scolari,Pony Imp,P M Holland,Mrs A Holland
1,1,11:54:00,11/01/2018,402559,4,A7,460.0,334251,Henlow,479933,Jennies Jewel,Droopys Cain,Droimeen Lady,S H Fletcher,"Mr K A Boothby,mr P S Roberts"
1,2,11:48:00,11/01/2018,402508,4,HP,261.0,334246,Sunderland,461007,Glenburn Angel,Jimmy Bow Tie,Paiges Angel,G Strike,The Executors Of The Late Mr Kw Rylance
1,6,11:46:00,11/01/2018,402533,4,D2,265.0,334259,Central Park,474813,Insane Inlaws,Kinloch Brae,Music For Fun,G Andreas,Mr P G Andreas
1,6,11:42:00,11/01/2018,402467,3,D3,275.0,334258,Perry Barr,473208,Hawkshaw,Razldazl Rioga,Derryadd Diva,G B Ballentine,"Mr D R Begley,mr N Synnott"
1,1,11:39:00,11/01/2018,402558,3,A7,460.0,334251,Henlow,498641,Asti N Roses,Money Talks,Ullid April,V A Lea,Mr K G A Mulcahy
1,4,11:34:00,11/01/2018,402507,3,A4,450.0,334246,Sunderland,498898,Ryecroft Bell,Ballymac Vic,Tally,M C Murray,Mr M C Murray
1,6,11:31:00,11/01/2018,402532,3,A7,480.0,334259,Central Park,502643,Love For Mum,Piercestown Sand,Big Johns Girl,N J Deas,Mr N J Deas
1,6,11:28:00,11/01/2018,402466,2,A6,480.0,334258,Perry Barr,495348,Coolemount Sally,Paradise Madison,Highview Bally,S A Aveline,"Mrs S A Aveline,mr P L S Boundy"
1,5,11:24:00,11/01/2018,402557,2,A3,460.0,334251,Henlow,497391,Layton Boy,Ballymac Vic,Pennys Lady,S H Fletcher,"Mr R Christie,mr K R Rogerson"
1,4,11:19:00,11/01/2018,402506,2,A4,450.0,334246,Sunderland,502302,Crafty Mirasco,Crafty Hugo,Crafty Sara,J A Teal,Mr J L Teal
1,4,11:16:00,11/01/2018,402531,2,D2,265.0,334259,Central Park,478381,Letsgo Dawn,Ullid Conor,Barefoot Charmer,M Mavrias,Thorntons Racing Thrill
1,6,11:11:00,11/01/2018,402465,1,A9,480.0,334258,Perry Barr,442065,Timber Blue,Westmead Grant,Blueinthewind,S J Cull,Mr A R Timbrell
1,6,11:09:00,11/01/2018,402556,1,A10,460.0,334251,Henlow,503083,Savana Jody,Money Talks,Jaytee Monroe,M E Westwood,Mr K A Boothby
1,1,11:03:00,11/01/2018,402505,1,A6,450.0,334246,Sunderland,469412,Lisquinlan Steel,Lenson Bolt,Lisquinlan Aussi,K Blackbird,Mr P W Denman
1,1,11:01:00,11/01/2018,402530,1,A3,480.0,334259,Central Park,492043,Hollyoak Cherry,Ballymac Eske,Hollyoak Airwave,R W Butler,Hollyoak Syndicate
1,5,,11/01/2018,404747,19,T1,480.0,334361,Perry Barr,497444,Neuro Paper,Droopys Scolari,Ronans Lass,I E Walker,"Mr A I Minnis,mr D S J Titterton"
1,6,,11/01/2018,404746,18,T3,480.0,334361,Perry Barr,494976,Crimson,David Bale,Express Cheryl,D J Davy,Mr D J Davy
1,6,,11/01/2018,404745,17,T1,480.0,334361,Perry Barr,485941,Moving Spell,Ballymac Eske,Express Penny,J P Lambe,Mrs V Lambe
1,1,,11/01/2018,404744,16,T3,480.0,334361,Perry Barr,484889,Dandy Lady,Droopys Jet,Diva Express,P Naylor,Mr P Naylor
1,3,,11/01/2018,404743,15,T1,480.0,334361,Perry Barr,494155,Distant Rain,Zero Ten,Momentinnewyork,J P Lambe,Mr J P Lambe
1,5,,11/01/2018,404742,14,T1,480.0,334361,Perry Barr,477412,Says You Molly,Paradise Madison,Says You Sally,K M Kelly,Mrs K M Kelly
1,2,,11/01/2018,404741,13,T3,480.0,334361,Perry Barr,503569,Ballymac Ernie,Storm Control,Lefanta Toss,S W Deakin,Mr S W Deakin
1,3,,11/01/2018,404740,12,T1,480.0,334361,Perry Barr,488068,Mac The Shuffler,Vans Escalade,Aero Scramble,S W Deakin,Mr S W Deakin
1,3,,11/01/2018,404739,11,T1,225.0,334361,Perry Barr,504331,Final Adelaide,Droopys Jet,Droopys Adelaide,P Meek,The Sjm Syndicate
1,3,,11/01/2018,404738,10,T1,275.0,334361,Perry Barr,440904,Kevins Puma,Ace Hi Rumble,Marinas Puma,P J Doocey,Mr P J Doocey
1,4,,11/01/2018,404737,9,T1,275.0,334361,Perry Barr,500065,Joyful Jean,Definate Opinion,Coconut Slippers,J H Smith,Bullseye Uk Syndicate
1,3,,11/01/2018,404736,8,T1,275.0,334361,Perry Barr,500960,Ballymac Lash,Vulturi,Angelas Lashes,I E Walker,Mr A I Minnis
1,6,,11/01/2018,404735,7,T1,275.0,334361,Perry Barr,495717,Whizzing Dream,Sparta Maestro,Express Haze,S W Deakin,Mr S W Deakin
1,4,,11/01/2018,404734,6,T1,275.0,334361,Perry Barr,485877,Tornaroy Tycoon,Wise Thought,Lilly Meridios,P Meek,Mr T J Goodall
1,4,,11/01/2018,404733,5,T2,275.0,334361,Perry Barr,499215,Fifis Boy,Taylors Sky,Ballyregan Fifi,H H Williams,Mr H H Williams
1,3,,11/01/2018,404732,4,T1,275.0,334361,Perry Barr,494751,Cheerful Carraig,Rapid River,Bakers Moorecool,J P Lambe,"Mr N W J Hendy,mr J P Lambe"
1,6,,11/01/2018,404731,3,T3,275.0,334361,Perry Barr,503742,Bansha Scolari,Droopys Scolari,Bansha Mo,K G Babe,Miss K G Babe
1,2,,11/01/2018,404727,22,T1,261.0,334281,Sunderland,469898,Howsyourcow,Taylors Sky,Swords Ellie,S Linley,Mr S Linley
1,4,,11/01/2018,404725,20,T1,261.0,334281,Sunderland,487302,Baltylum Boo Boo,Maytown Ruler,Baltylum Josie,P Miller,Little Bag Of Sweets
1,1,,11/01/2018,404724,19,T1,261.0,334281,Sunderland,504717,Balmoral Lacey,Droopys Scolari,Bit View Flyer,K Blackbird,Mr D Blackbird
1,3,,11/01/2018,404723,18,T1,261.0,334281,Sunderland,485989,Decisive Move,Cracking Man,Jaxxy Remix,M C Murray,Mr J Reay
1,2,,11/01/2018,404722,17,T1,261.0,334281,Sunderland,477386,Calzaghe Boxer,Crash,Tyrgal Lola,S Linley,Mr C Roberts
1,4,,11/01/2018,404721,16,T1,261.0,334281,Sunderland,500171,Fairholme View,Makeshift,View The Bay,E Y Bell,Mr T W Allison
1,3,,11/01/2018,404720,15,T1,261.0,334281,Sunderland,485457,Forever Lass,Melodys Royal,Mullingar Mer,S Linley,Mrs S Linley
1,4,,11/01/2018,404719,14,T1,450.0,334281,Sunderland,493750,Zari Fudge,Superior Product,Class Of Dromin,E Y Bell,Lewis Race Syndicate
1,1,,11/01/2018,404718,13,T1,450.0,334281,Sunderland,471697,Westoe Moretti,Hondo Black,Awesome Belle,E A Lagan,The Westoe Syndicate
1,2,,11/01/2018,404717,12,T1,450.0,334281,Sunderland,501358,Starcash George,Tyrur Big Mike,Droopys Tots,P Miller,Little Bag Of Sweets
1,4,,11/01/2018,404716,11,T1,450.0,334281,Sunderland,496120,Kielduff Manor,Scolari Me Daddy,Carmac Cyrus,E Y Bell,"Mrs E Y Bell,mr N Blemings"
1,3,,11/01/2018,404715,10,T1,450.0,334281,Sunderland,500238,Lissane Jet,Droopys Jet,Cragbrien View,M C Murray,Mr T L Mitchell
1,5,,11/01/2018,404714,9,T3,450.0,334281,Sunderland,463477,Casino Bound,Paradise Casino,Cooladerry Rose,E A Lagan,Mr M N May
1,5,,11/01/2018,404713,8,T1,450.0,334281,Sunderland,502325,Mill Dorit,Vulturi,Doris Golden,K Blackbird,Mr D Blackbird
1,4,,11/01/2018,404712,7,T1,450.0,334281,Sunderland,503736,Panthers Pippa,Sir Paddy,Ballydorgan Lass,E Y Bell,Panther Racing
1,5,,11/01/2018,404711,6,T3,450.0,334281,Sunderland,470148,Sophies Spirit,Archaton Pine,Hanahs Mum,E A Lagan,Mr S A Murphy
1,3,,11/01/2018,404710,5,T1,450.0,334281,Sunderland,501652,Clonlusk Concord,Aero Majestic,Dalcash Skyfly,P Miller,Little Bag Of Sweets
1,2,,11/01/2018,404709,4,T1,450.0,334281,Sunderland,479556,Heroic Man,Tullymurry Act,Morningfavourite,K Blackbird,Mr L B Marshall
1,2,,11/01/2018,404708,3,T3,450.0,334281,Sunderland,492910,Snug Presley,Ballymac Eske,Snug Star,M Cutler,Mrs D M Bailey
1,1,,11/01/2018,404707,2,T3,450.0,334281,Sunderland,504323,Killacolla Dude,Paradise Madison,Killacolla Glory,S Linley,Mr K R Richardson
1,6,,11/01/2018,404706,1,T1,640.0,334281,Sunderland,491479,Distant Road,Kinloch Brae,Lake Lodge,P Miller,Bigger Bag Of Sweets Syndicate
1,3,,11/01/2018,404705,12,T1,380.0,334293,Crayford,499094,Ballybeg Farloe,Farloe Blitz,Shale Sally,I P Stevens,"Mr K J Breed,mr I P Stevens"
1,5,,11/01/2018,404704,11,T2,380.0,334293,Crayford,502223,Jaxx Primenumber,,
1,3,,11/01/2018,404703,10,T2,380.0,334293,Crayford,483892,Orbsen May,Kinloch Brae,Scala Fiona,G L Davidson,Stophers Racing Syndicate
1,4,,11/01/2018,404702,9,T2,380.0,334293,Crayford,480229,Coco Prince,Ballymac Vic,Coco Darling,J Daly,Mr J Daly
1,4,,11/01/2018,404701,8,T1,380.0,334293,Crayford,491237,Topper Rocky,Sidarian Blaze,Local Flyer,K M O'flaherty,Mr J P Bradley
1,3,,11/01/2018,404700,7,T3,380.0,334293,Crayford,500866,Rathcoole Ronnie,Scolari Me Daddy,Mohane Patient,B Stowe,"Mr S O Dunn,mrs S A Dunn"
1,4,,11/01/2018,404699,6,T1,380.0,334293,Crayford,481946,Deputy Hawk,Crash,Emmerdale Baby,I P Stevens,Mr I P Stevens
1,5,,11/01/2018,404698,5,T1,380.0,334293,Crayford,481902,Kentish Master,Melodys Royal,Superstar Pearl,S Mavrias,The Moore Family
1,2,,11/01/2018,404697,4,T1,380.0,334293,Crayford,498215,Heidi Hi,Zero Ten,Bold Lump,M N Fenwick,Mr L J Fisher
1,3,,11/01/2018,404696,3,T2,380.0,334293,Crayford,488614,Huarache Tipton,Cashen Legend,Calzaghe Naomi,J Daly,Jim Daly Racing Syndicate
1,1,,11/01/2018,404695,2,T2,380.0,334293,Crayford,494599,Fairest Storm,Tullymurry Act,Raging Kate,J J Luckhurst,Mr F J Ferrari
1,4,,11/01/2018,404694,1,T1,540.0,334293,Crayford,467647,Dear Max,Westmead Hawk,Sharons Promise,G L Davidson,Miss G L Davidson
1,6,,11/01/2018,404693,10,T2,515.0,334344,Hove,498748,Whizzy Mischief,Rio Quattro,Droopys Twirl,P W Young,Whizzy Syndicate
1,2,,11/01/2018,404692,9,T1,515.0,334344,Hove,495003,Congress Dazzle,Sh Avatar,Cabra Millie,W E Short,"Mr D H Grover,mrs E M Grover"
1,1,,11/01/2018,404691,8,T3,515.0,334344,Hove,499305,Seaglass Sandman,Skywalker Puma,Dame Iris,P Janssens,Mr E J Herbert
1,1,,11/01/2018,404690,7,T1,695.0,334344,Hove,486292,Bubbly Bonnie,Kinloch Brae,Horgans Lady,P W Young,The Champagne Club Syndicate
1,4,,11/01/2018,404689,6,T1,285.0,334344,Hove,490625,Sporting Dave,Ballymac Vic,Sporting Dame,S A Cahill,Mrs T J Cahill
1,2,,11/01/2018,404688,5,T1,285.0,334344,Hove,487239,Thunder Fly,Taylors Sky,Camp Viejo,S J West,Miss T J Dornan
1,4,,11/01/2018,404687,4,T1,285.0,334344,Hove,489171,Droopys Gold,Loughteen Blanco,Droopys Force,S A Cahill,Schilly Money Racing
1,3,,11/01/2018,404686,3,T1,285.0,334344,Hove,490377,Hoo Har,Zero Ten,Lady Jayne,M J Dartnall,The Money Is On The Bunny Syndicate
1,4,,11/01/2018,404685,2,T1,285.0,334344,Hove,474104,Droopys Acrobat,Tullymurry Act,Droopys Blossom,S A Cahill,Quick Decision
1,6,,11/01/2018,404684,1,T2,285.0,334344,Hove,497804,Whizzy Rascal,Laughil Blake,Droopys Posh,P W Young,Whizzy Syndicate
1,6,,11/01/2018,404683,12,T1,277.0,334316,Henlow,472445,Good Plan,Droopys Cain,Active Heather,B Green,Mr D Green
1,4,,11/01/2018,404682,11,T1,277.0,334316,Henlow,495582,Mustang Elite,Elite State,Allen Buttercup,A P Tuffin,Mr A P Tuffin
1,2,,11/01/2018,404681,10,T1,277.0,334316,Henlow,481607,Stroke Of Luck,Millies Rock,Cornamaddy Kitty,D Henry,Miss A R Taylor
1,3,,11/01/2018,404680,8,T1,277.0,334316,Henlow,465594,Swan Master,Blackstone Gene,Tyrgal Lola,B Green,Mrs J E Green
1,2,,11/01/2018,404679,7,T1,277.0,334316,Henlow,492563,Linden Twiggy,Superior Product,Swinley Bottom,A P Tuffin,Mr A P Tuffin
1,3,,11/01/2018,404678,6,T1,277.0,334316,Henlow,481947,Firgrove Beauty,Accordello,Sues Sparkle,D Henry,Mrs A M Henman
1,1,,11/01/2018,404677,5,T2,277.0,334316,Henlow,486070,Magical Whitney,Magic Sprite,Sylviasmamasaid,S W Deakin,Ms E E King
1,3,,11/01/2018,404676,4,T1,277.0,334316,Henlow,487915,Coolykereen Role,Droopys Jet,Coolykereen Joy,A P Tuffin,Mr A P Tuffin
1,6,,11/01/2018,404675,3,T1,277.0,334316,Henlow,470673,Jims Chance,Timor Blue,Cornamaddy Queen,S H Fletcher,Mr R Christie
1,5,,11/01/2018,404674,2,T3,460.0,334316,Henlow,488464,Boleys Babe,Premier Fantasy,Boleys Lass,J J Gornall,Mr T P Gornall
1,2,,11/01/2018,404673,1,T1,460.0,334316,Henlow,474227,Quavor Knight,Burnpark Champ,Millstreet Rose,C A Grasso,Stress Racing
1,5,,11/01/2018,404672,17,T1,265.0,334343,Central Park,504646,Dilemmas Pirate,Mind The Net,Dilemmas Tessa,S Mavrias,Mr A Elias
1,5,,11/01/2018,404671,16,T1,265.0,334343,Central Park,504647,Sign Princess,,
1,5,,11/01/2018,404670,15,T1,265.0,334343,Central Park,449949,Moyar Ranger,Ballymac Maeve,Little Flame,N J Deas,Mr M J Gargan
1,5,,11/01/2018,404669,14,T1,265.0,334343,Central Park,504644,Sign Louisa,Mind The Net,Dilemmas Tessa,S Mavrias,Mr A Elias
1,4,,11/01/2018,404668,13,T1,265.0,334343,Central Park,503277,Edenvale Velvet,Holborn Mac,Bearhaven Kim,A M P Collett,Mrs R Stoneman
1,2,,11/01/2018,404667,12,T1,265.0,334343,Central Park,491255,Angry Boy,Superior Product,Angry Bird,D P Brabon,Mr D P Brabon
1,5,,11/01/2018,404666,11,T1,265.0,334343,Central Park,504643,Dilemmas Jet,Mind The Net,Dilemmas Tessa,S Mavrias,Mr A Elias
1,2,,11/01/2018,404665,10,T3,265.0,334343,Central Park,481679,Barricane Hazard,Central City,Ballyhill Beauty,R J Holloway,"Ms K A Duddy,mr R J Holloway"
1,4,,11/01/2018,404664,9,T1,265.0,334343,Central Park,498494,Droopys Judge,Greenwell Hawk,Droopys Solange,S Mavrias,Mr J W Vine
1,3,,11/01/2018,404663,7,T1,265.0,334343,Central Park,488726,Shaneboy Santana,Scolari Me Daddy,Shaneboy Daisy,S Mavrias,Mr S Mavrias
1,4,,11/01/2018,404662,3,T3,480.0,334343,Central Park,502089,Final Pal,Scolari Me Daddy,Final Oyster,G Andreas,Mr G Andreas
1,6,,11/01/2018,404661,2,T3,480.0,334343,Central Park,503674,Run On Swift,Romeo Recruit,Run On Cookie,M Mavrias,Mrs C M Mavrias
1,2,,11/01/2018,404660,1,T1,480.0,334343,Central Park,484732,Whats Onthe Menu,Kinloch Brae,Cherry Picker Uk,D P Brabon,Mr D P Brabon
1,4,,11/01/2018,404659,3,T3,280.0,334241,Sheffield,487352,Brae Flyer,Kinloch Brae,Ceol,M A P O'donnell,Mr M A P O'donnell
1,2,,11/01/2018,404658,2,T3,500.0,334241,Sheffield,469290,Knockra Tom,Godsend,Highview Gem,J R Smith,Mr A D Ferguson
1,3,,11/01/2018,404649,58,T1,250.0,334268,Peterborough,504789,Inch Hero,Skellig Way,Crushers Babe,G Creckendon,Rainbow Racing
1,2,,11/01/2018,404648,54,T1,250.0,334268,Peterborough,489589,Can Do,Ballymac Eske,Ballymac Little,G Creckendon,Mr P D Band
1,6,,11/01/2018,404647,52,T1,250.0,334268,Peterborough,502584,Sinister Blue,Sidaz Jack,Clounamon Diva,J R Daly,Mr J R Daly
1,4,,11/01/2018,404646,50,T1,250.0,334268,Peterborough,485818,Lemming Stu,Scolari Me Daddy,Fionntra Molly,S J Spillane,"Mr G Farmer,mr N Pietrzyk"
1,2,,11/01/2018,404644,46,T1,250.0,334268,Peterborough,486661,Bronze Rebel,Ballymac Eske,Droopys Bronze,G Creckendon,Mrs W A Prince
1,6,,11/01/2018,404643,44,T2,250.0,334268,Peterborough,463729,Droopys Cesena,Central City,Droopys Solange,D R Jinks,English Garden Tea Syndicate
1,3,,11/01/2018,404642,42,T1,250.0,334268,Peterborough,491442,Ballymac Killown,Killimor Matey,Ballymac Town,S J Spillane,"Mr R Aston,mr M Holderness"
1,3,,11/01/2018,404641,40,T1,250.0,334268,Peterborough,497696,Abigails Boy,Smooth Daddy,Hi Wee Buns,P S Rea,Mr P S Rea
1,5,,11/01/2018,404640,38,T1,250.0,334268,Peterborough,467184,Bartley Bridget,Coolavanny Bert,Fabulous Banner,P J Bartley,Mr P J Bartley
1,3,,11/01/2018,404639,37,T1,250.0,334268,Peterborough,491626,Jet Set Julie,Head Bound,Ballymac I said,M Newberry,Mr S P Newberry
1,3,,11/01/2018,404638,36,T1,250.0,334268,Peterborough,497131,Vickys Pearl,Ballymac Vic,Ballymac Sky,R Devenish,Mr P D Band
1,4,,11/01/2018,404637,35,T1,250.0,334268,Peterborough,503681,Ballymac Harbour,Ballymac Vic,Tick Tock Minky,S J Spillane,"Mr G Farmer,mrs J M Nicholson"
1,6,,11/01/2018,404636,34,T1,250.0,334268,Peterborough,504513,Facelikethunder,Paradise Madison,Springmount Zena,S A Saberton,Mr S J Fordham
1,2,,11/01/2018,404635,31,T1,250.0,334268,Peterborough,484125,Hare Ruffler,Hades Rocket,Waspinajar,R Devenish,The Castor Beasts
1,2,,11/01/2018,404634,30,T1,250.0,334268,Peterborough,498787,Alternativeroute,Laughil Blake,Folleys Delight,K Gooding,Loyal Toasters
1,2,,11/01/2018,404633,29,T1,250.0,334268,Peterborough,496814,Ballymac Vision,Droopys Jet,Revision,S J Spillane,Mr M J Spillane
1,4,,11/01/2018,404632,28,T3,250.0,334268,Peterborough,486490,Pukka Blitz,Razldazl Jayfkay,Colorado Lauren,P Ward,Mr K E Poole
1,1,,11/01/2018,404631,21,T3,435.0,334268,Peterborough,474976,Rough Marilyn,Razldazl Jayfkay,Rough Charley,L M Steward,Mr I M J Bartley
1,4,,11/01/2018,404630,19,T1,435.0,334268,Peterborough,482611,Cabra Tornado,Superior Product,Cabra Midget,G Creckendon,Mr P J Valenti
1,2,,11/01/2018,404629,18,T1,435.0,334268,Peterborough,487158,Tea For Tess,Head Bound,Milliesupreme,R Devenish,Mrs W A Prince
1,2,,11/01/2018,404628,17,T3,435.0,334268,Peterborough,489282,Pointless Praise,Makeshift,Swift Pacquiao,P S Rea,Mr M Walker
1,1,,11/01/2018,404627,16,T1,435.0,334268,Peterborough,494869,Exit Nine,Superior Product,Spout Road,S A Saberton,Fork Handles Syndicate
1,1,,11/01/2018,404626,15,T3,435.0,334268,Peterborough,484243,Brackenstone Ten,Zero Ten,Vintage Kewell,P Ward,Mr R Hargrave
1,2,,11/01/2018,404625,14,T1,435.0,334268,Peterborough,503557,Sunny Rankin,Confident Rankin,Sundance Saoirse,S H Ward,"Miss S H Ward,mr L G Ward"
1,2,,11/01/2018,404624,10,T3,435.0,334268,Peterborough,500080,Prophet,Kinloch Brae,Final Gold,G Creckendon,Mr D Sullivan
1,3,,11/01/2018,404623,9,T1,435.0,334268,Peterborough,495553,Ballymac Payoff,Ballymac Vic,Ballymac Sky,S J Spillane,Miss S J Spillane
1,3,,11/01/2018,404622,7,T1,435.0,334268,Peterborough,490121,Kittys Brandy,Mall Brandy,Bogberry Kitty,W M Scoles,Mrs W M Scoles
